0.0,0.0
0.0,0.0
39556.825526736,37171383.4434589
38416.0137930969,41591221.436791457
38682.7665220042,37671401.196696401
37351.6296407605,43239357.58179561
36921.5293836938,46370285.325836517
39644.2745776894,39442166.55451446
37986.4606107936,41721059.471802153
39296.5286885373,-108387797.20371826
39644.2745776894,39442166.55451446
37325.5766335643,42624224.680792965
37559.1544681773,41905300.629469238
39098.6655045086,41928738.650766179
37508.6380294275,39867764.880412787
38780.5719606833,-113885294.26218773
38797.8541123133,41762434.716190532
39711.85499483,40745960.869214915
38638.2061231538,-115145062.78353609
38523.5360321852,40682750.944308788
38254.9780864626,41059472.505034558
38919.7545001823,39382055.934199788
39041.2456256886,33489817.762706339
39087.3460219308,37301607.106515989
38275.2562411104,35730095.785678998
38001.8681180954,-100975059.91943803
39309.6352406198,40350294.362447158
39793.1986118618,33527383.125532899
39616.8663170908,42361162.164150476
39371.4738708906,39129128.876030564
39633.300746843,-102806401.73455757
39341.9526341003,44941667.750295654
39487.7141477496,42770997.241948016
39355.1403691707,34148952.643050313
39185.0312996791,-49098457.676734209
38943.9347582215,40240718.301009454
39159.5954906343,38882178.093309537
39679.9794687882,40249653.091906078
39611.6220303109,-104137511.76569587
39515.4944126359,37425945.052184492
39392.1116025294,37247839.501371339
39564.2276546777,36526419.872842133
39391.9882290019,39404102.202165343
39559.1649592107,39311647.56709893
39363.1671760524,39003331.158748128
39868.8251889232,37523407.811016239
39340.4358601846,41247368.602935575
39744.9339005296,38434614.540033311
39703.8750594306,39329156.899486214
39523.4706352096,39583237.330209203
39404.521888391,35093067.55698441
39623.8729421322,35461293.196000658
39860.966450523,38070785.691069141
39867.3199423839,-49876224.287330702
39431.0698664134,40238899.005396709
39646.7978377977,36373298.246865243
39482.9608306308,39311509.397553742
39706.6333283897,-47288014.280991748
39841.0915778122,38406033.044059366
39833.3091091177,41655245.490263589
39839.9785759852,41452815.397181973
39862.7212830292,-107654685.59873512
39776.8393266716,39837476.508644618
39832.9418007528,39148622.592686705
39831.2052307528,-49416061.562834457
39750.105018554,-104303623.7764764
39757.6599178437,40355186.027382329
39743.4428909567,-103173191.13791126
39739.6599501253,-49139176.010047309
39733.7991494684,-99033777.769966215
39728.8769941222,43583655.760395557
39875.3264238297,38405742.91604504
39875.5866755564,35749765.404630281
39896.2087921466,37744057.498258978
39923.0332748059,35024224.65118517
39824.2566038928,38711810.221234411
39821.9041484421,39482678.394712277
39917.6046713315,36401768.518523
39854.8964264228,-47688590.733855031
39920.3308136924,-47288014.280991748
39934.5133223538,35274643.385573022
39893.3186609677,-50299593.23590292
39884.2523064221,-49522567.470624126
39891.8510160813,-48999259.25010711
39925.9981320925,-105919290.15724851
39918.5235969588,-49351183.173883304
39875.6611067897,-49158158.259806752
39856.0115777823,-111237291.43832481
39882.8728762486,-49795623.773841031
39837.3262864231,38089727.492709823
39915.9688129794,-48150161.816565245
39934.5133223538,36952231.451689921
39859.6186526954,-117772751.13374062
39927.4543042698,38174011.539609134
39915.0322166387,36475964.54525052
39934.5133223538,-115077239.06314872
39898.4609289829,37843689.949351817
39934.5133223538,36940096.388125487
39897.5849538114,36670297.271784335
39933.538888332,-50074899.581143893
39896.4573045834,37001263.637097172
39934.5133223538,-47288014.280991748
39920.9852436676,-117727772.91104835
39917.2304149637,37475975.420078926
39892.0769594781,-107949447.46841058
39928.1721361306,36090618.287840903
39904.1692959629,-47978782.780700214
39918.7929383977,36187887.167636096
39934.5133223538,35954138.108805016
39934.5133223538,36266797.903175779
39911.2553584219,-112524800.67238253
39917.9668553213,-49186417.721803486
39934.5133223538,-113092661.10446295
39934.5133223538,-49071096.511369556
39934.5133223538,-114114290.81566937
39934.5133223538,-47288014.280991748
39934.5133223538,-48864372.322868779
39934.5133223538,36416828.609873906
39934.5133223538,35096793.231577717
39934.5133223538,-48857388.763716832
39934.5133223538,-48682294.365254484
39934.3202427682,-113399619.32839322
39926.3167397755,-49065184.947321631
39925.914827147,-47288014.280991748
39905.2886314639,-112732528.91547193
39934.5133223538,35138151.731477976
39922.394401555,35519086.079402879
39934.5133223538,35398429.292843282
39933.9952403553,-114539447.56055883
39934.5133223538,35801373.852040559
39934.5133223538,35042575.609908827
39934.5133223538,35534929.746726587
39934.5133223538,-49086889.041806169
39934.5133223538,35561567.041567266
39934.5133223538,-115660855.0443317
39934.5133223538,-47288014.280991748
